currencyId,openingValue,closingValue,highestValue,lowestValue,adjClose,volumeStocks,userIdentity,userFollowers,userFriends,userVerified,userCreditRating,certifiedAuthorityTrusted,tokenTrusted
4f2e54ff,4293601.826740431,7202405.52942513,5069575.95268695,361625.48235791456,6718295.291238113,836796,bee5c855-f5b6-4816-8aab-1c55afe7ea2f,95350,5712,true,0.11258249452116043,false,false
f1b7ee64,704040.993559053,3495318.886770018,6977715.8994319355,9664422.795634503,8738144.733649584,381440,5803912f-2eca-42ab-a18b-76dbecb914e9,36406,1096,false,0.6924863167099741,true,true
99ae1627,4594871.263628265,553714.809757021,4578681.454556183,3614020.0688179415,8695846.717691604,469004,d47e478b-0489-4bad-9621-dac52d183cfa,83189,657,false,0.27814923128456115,false,false
439e498d,818917.9655839584,4966384.6974700065,9938648.98677898,6369179.31027712,387010.4772218241,391456,158a0c79-3cec-4861-a19a-2f7cd0e26f39,62052,6331,false,0.49897891198345734,true,false
cb71d36b,3575107.7116143294,6077733.33297143,2025228.021958949,7510287.847657853,4448571.984699619,718452,b555797b-06d5-495b-a119-14a2bd5a3c06,85279,9712,false,0.0438019121278479,true,true
e35644dc,4131265.2577313767,8338770.196210369,2720392.975295882,7324060.553767495,4443923.041210438,245858,87e1e192-3bf8-48d1-a110-ae695ed262b4,11947,6189,true,0.46825467901475093,false,true
408cbdbb,6299812.349755286,8098655.057901674,6606896.612477332,3884009.5392034445,1618409.7689253984,235972,7c7fa388-5339-4769-99cc-233ac181e0a3,68265,1299,false,0.008574780707454432,true,true
60fe3f5d,6888607.624590683,6561766.197141723,2487064.0335216853,8738431.25472369,5496026.541571041,464970,3b016d8b-3af1-4861-82a9-573f464cd8c1,49330,9617,true,0.8266622206126631,true,false
9c8c04a4,4873378.459357218,2784115.8635100783,1346620.2830062213,8550607.137376966,1184386.4847989338,336170,8c2491b0-52b6-4046-ab38-c9b2aa1fc674,92493,4222,true,0.6638255565382494,true,true
2ada2454,3178519.8845267883,7943050.779424136,8798942.263777493,1748752.1853239706,4425209.990288331,236667,cea177f1-21cf-443f-aec3-e4f313e571fa,8121,2400,false,0.13060005322376755,false,true
bc45812a,4037412.2429241845,7962362.869519575,6383100.898878897,194647.91984023177,5875073.062779149,752052,9ce11729-ff55-4b3d-b767-5d8cc9cea084,68207,7568,false,0.5078116804600344,false,true
e615820d,6688823.065800409,8943117.614261677,1925381.8049521055,6534020.607203156,7956132.117701465,903257,e01d3d5f-42a6-417e-880f-c605a1c5a4b6,95626,7441,true,0.500848509582113,true,false
a6d6fbbc,7225737.05928167,1886665.705293361,2842603.9442074434,3628819.277467338,7162651.401195514,901927,87288d9a-f978-4dd2-b2f2-3e2fd04cc5ab,83620,6644,true,0.8505006889406204,true,true
b9d21109,9493316.99341327,289106.3200066235,9949575.844613872,5472261.29346663,6338210.907506619,328108,9346cf13-73d2-4705-a25d-1cea75e18f62,7357,3321,false,0.049633427375590844,true,false
8aa234f8,9451498.801863924,4319312.7570118625,4015493.7061891616,477815.33703418646,4557532.2212615125,920334,bbb239c3-a035-485a-bfa3-ef98313ff67d,34784,8802,true,0.717728842146364,false,false
69e4f349,4601363.897062879,6944557.367766999,3786802.493779421,3017355.5899258144,7591000.666709722,293668,ce304bcf-ac70-4951-af44-f326e027f937,50190,1126,false,0.2895580007734758,true,false
c9965e2d,1837460.0136696296,4108867.782880882,4700431.955892641,8981751.379538309,9003482.041713253,559573,1fc932dc-2320-4992-9547-d9b11cf1b380,67930,3133,false,0.4026046116805474,false,false
2c234fab,530914.9559998716,9748983.556704784,4175860.742783837,6354535.471109284,7097652.278728031,952522,5b400aca-c7f4-416f-b15c-90be79771a82,29646,1033,true,0.1689046889542668,false,false
00332b83,2044407.2617076125,9009863.70922968,6009762.22628196,3370557.4222190403,1129814.5950516502,615609,f5efee0e-a953-4838-8768-9eff3f8fa0d2,21510,3314,true,0.7617860083380485,true,true
e62cf9b0,8060868.434663875,2015957.2987918162,3629948.136002512,4974391.569632404,6161138.986774947,581326,844806db-c6a6-4ed6-a55b-1c86335941d6,19759,6571,false,0.41414395345485433,false,true
152fc5c1,9054219.502541007,4810418.360470293,2560236.358762087,6514553.370192675,2862562.769827993,154961,4722ae3a-37a6-4f1a-9625-81a1c90319e3,2752,5184,true,0.18701246956524753,false,false
11fe0c54,7972247.855967909,4361518.483395365,8262673.763401048,5242076.4907262055,7222424.683198425,11958,6232f564-1082-4c23-94d8-a1fbe475d6e9,23919,9225,false,0.14517407655113213,true,true
fd54216c,8393290.084779462,894240.7177479584,1844502.8491386073,7156157.751125786,8647380.852158288,904181,7281ed04-5d02-414f-a396-e22e6f950664,2899,3379,true,0.8732403831229235,true,true
a58505f7,7383294.334542808,7857565.351475465,1401123.4628610015,3560679.010475737,5327154.660503495,153531,2e667f30-34d4-413e-ae35-1fb334e0cab4,65757,437,false,0.15736252628962188,false,true
c85523d4,582524.8685522011,8330341.706507805,9426193.601655142,1007828.1073797902,5526498.1813158905,120435,d94567e5-f1e0-4d11-b0f4-37a59294ea77,77197,2489,true,0.08223367599338616,true,true
08205606,6977485.516243571,2388523.1557745943,9046330.593257653,304011.7389115327,1562714.4401211068,221036,ba2197cf-eb3a-43b2-9eed-39a1360499ff,13183,2306,true,0.810499724651623,false,false
3d2d0dd1,4216158.53070801,2912622.8688168977,9399568.875508606,7418262.880175522,893606.1705325993,997875,e64b0ef6-59a1-4213-b79e-87a913b6ccbf,43827,1445,true,0.29594560157873784,true,false
bbfaa33b,8635561.141724886,7997577.758868942,5685993.154898376,2966927.032272316,2749468.6178948293,391351,5192e85b-5aa3-4984-8c07-d0b2994ef7f1,11108,8832,true,0.4300654221442849,false,false
35417094,9335203.012555104,1765106.0879302516,420018.46661188226,7490782.9797739545,7158550.854382268,675848,6f2d49d9-87c6-4518-8f22-21d7fe986b48,69392,9730,true,0.6520632982653783,false,false
7b9a1996,141968.6296954581,3621103.6352086277,6615351.713900435,4034091.8157441863,3302172.707080151,307373,3e5cdd43-1876-45fc-a15d-26aebe5785d6,89802,9217,true,0.39063174525861655,true,false
835f0167,9704740.322500618,9603663.58734671,5381577.319996901,2079050.3133279548,7961923.341233536,915285,8dc323d4-ea2d-4d49-a693-2896aed8f18b,97768,495,false,0.7423682295403945,false,false
c8bf7a96,7485527.766860842,5330202.377891988,4580662.16594568,8406015.831240209,6179885.144553857,640743,e99c6395-0a38-4c27-bc46-ef9555371af5,85395,9134,false,0.3227912182858127,true,false
5a2d571a,7525185.622717097,8109517.685654952,9937271.056537015,324671.6360959845,8370003.908389011,525192,cbfd9f64-d009-4bc8-a465-10c67561ae23,95737,5157,false,0.5739150697820311,false,true
90a445d7,8245930.05476698,7641388.260159962,8706248.989001352,1629547.1738892186,37987.81779633109,619000,2dcc5bc7-25f9-4e5c-80ad-43e73b027197,63255,9517,true,0.9498364816266811,true,false
d28b4497,3195619.8773858314,4777391.848559351,6383227.831140397,4179182.997595402,9205525.218384435,596968,185e9475-450c-41b8-97f7-aec53328dfdf,93094,4547,false,0.2873924843904494,false,true
93bb6513,6837486.999526473,9007338.75265606,1113964.3944893319,4658809.26936852,2610878.5579792517,627380,e1e43f16-63fb-4065-9af0-c3b3549d420c,52860,9459,true,0.032788757373518385,false,false
d7595e2c,974854.6339412989,510177.3828935563,6660955.661813795,4687090.55219657,8031963.324552706,852768,03e9c732-59fb-4e40-a0fe-0db0c701a71e,25292,6559,true,0.5934727698876227,false,false
e0876132,4014476.7772657075,3362090.8538356475,9606018.384818796,6476539.27577342,5710094.295969491,574742,03081aa3-2726-4443-b722-5c1db4694ae4,41190,9502,true,0.4746566251965725,true,false
00706d51,9944662.822187802,3279558.0504079526,8997291.158592556,6544286.4842095645,5674111.039252555,31707,b782c479-5a8f-4b42-bda8-f14892353b89,39194,2162,false,0.026678950196863727,true,false
1e136bdb,7572814.843017662,8878994.670602204,5831149.92087124,2113166.719603957,1185766.9390727533,83988,cad925e4-10cc-41d0-a7a7-0f38e9ca5d7d,12764,2169,false,0.32751369007474984,false,false
8e3d2639,2785316.8784980597,8374684.229614213,9310830.877305219,8264844.712656875,3476661.671515645,39708,c6ee3120-7118-4cd6-92b9-356e82fd7583,4850,329,true,0.18061765734533541,false,false
e9c35374,6080311.535808845,270778.9955001194,9521184.069162603,9878272.093030896,6621156.7779424405,137446,16d142af-5d3d-41f9-8bd3-0d972fea306f,12813,3520,false,0.8577463251826345,false,false
bb431f6d,9647106.274603285,1773115.647330128,9281766.927003775,1588646.7507019886,6748310.855910317,152460,f985d4e8-e8a0-4368-ab0e-6bba5cc2417c,39218,848,false,0.43478856081446793,false,false
5a5b54c4,4327999.163808952,2278969.03242917,8643449.22956501,5413429.853360119,4024613.2590351324,254830,4dfd981d-3fec-44f2-879d-d4f6c356f305,86763,3514,false,0.8823973820801251,false,false
eedfd3ca,2411802.0155360075,3664634.900920155,8903280.598210728,3526664.820888441,2652581.31232553,865456,48b94499-6d99-4ab7-8789-9584191edb69,62543,4070,true,0.12115916606955945,true,true
4e315c1f,5228537.162176015,1470323.4440825318,614071.0854279763,3336966.5420511663,1813765.5023775755,848685,7621b26c-d71b-4fbf-9043-b16e739a1426,35975,738,false,0.7978030656079101,false,false
9bdea130,1258897.495096033,3389025.3980693384,7883370.474221778,4023874.543293623,5233888.240312451,671250,85008981-3ed3-4c49-8f6d-515df552e41a,55387,3438,true,0.12097810378408502,false,true
5b6c01f6,2354206.510116499,54643.509473026876,5332657.569057888,4982641.019406052,2666842.968071761,544785,8a588318-7a48-4e61-8e55-e6bd714faeee,90944,9882,true,0.4136951221001244,false,true
d4fa1d9e,584731.4177619533,4827452.024339349,1115032.42109663,3457308.601407294,4835864.909269782,50516,651bf9fa-ad57-45f9-b28e-af83c6386570,39353,7962,true,0.9947169881004023,true,true
86789948,3702805.057843005,4184098.0775416703,4310804.550006105,859870.1434589461,3196708.4163262816,811340,e43a19b9-032b-4de2-9dc1-51e486cd631d,55857,7748,false,0.292750667059651,false,true
f0ee1226,4519041.017779365,1049382.9652788134,7183533.915972546,7802314.677855346,1906827.55410556,830904,5b3d6b8c-b045-4417-9d02-c745dbe44592,996,7548,true,0.5995195057265263,true,true
dbc77b27,5721144.646627078,912593.1119835129,1764440.294358025,2918317.4741007257,1560196.0045115226,878562,974cf0d5-c1bd-408c-aec4-ffa6d49b52ca,60480,1591,true,0.5164782954218788,false,false
4b7bab90,1224229.3054801757,3999317.0393224866,5843658.888174184,3511334.1189965163,218432.43560011216,385621,dce87a9c-568a-4a68-9a31-bc97ec31afb6,86566,1251,false,0.8611726394084989,true,true
34a97511,3957349.1708031218,1647112.8107201117,1853922.668377489,832873.9783568028,8694877.480559606,359340,c4144e87-333f-4d08-8568-7cea4e25f022,63987,1061,false,0.9707109009991163,true,true
cf122cf5,2386247.517053185,7810472.707281773,1578920.257482468,1331379.9742348054,4610310.135570273,482790,805923e9-6617-497c-b419-55bdc626c196,10884,7582,true,0.7665894397229066,false,true
98349695,6583982.516360172,1760022.0679110857,7070686.260454862,8857926.011202766,9128687.843072748,260114,69cd4773-d5b9-493b-925a-a5ee298abb55,17665,7243,false,0.5133427707813641,false,false
9f08dc3d,2060501.6804822562,3387246.8767966367,2503003.868157736,90148.65488221502,7112811.733617342,561315,28b3f03d-e9e1-4517-89fa-5b9de9155376,74521,3880,false,0.5064291041778465,false,false
3e95b477,8223259.639723915,1760876.3599068744,9743061.229239728,1267497.220796523,2312349.6586858984,673826,a590ea1a-7db3-45de-9cde-9500596d0d85,81331,1747,true,0.9769339145286283,true,true
bebf5b5e,1309969.3455815176,7483104.843305423,9207248.222928211,918811.310187776,1550548.1607456084,542492,ad3e16a5-57ec-425a-8bc3-33b67aefcd3c,64041,5816,true,0.007222265903314429,true,true
e403c415,9299570.80808744,1461353.6814550865,4715629.668550044,3744712.6633039117,2321783.0195207777,547367,7ff79036-14cf-4eed-928d-297d9982dad0,92754,1648,false,0.4211643340513267,false,true
aecc014f,4146596.9555000938,5964393.556468716,6068233.907311043,9844045.852153547,647165.1535007183,990124,fc2bd783-1ab0-4c36-9d30-291f28af546e,56284,3819,true,0.28278733336472306,true,true
d01c05ac,730191.8822700593,8894949.456848897,9236998.11521565,3227683.5805649385,6301800.028235706,739960,4d1e3032-e192-4fb7-a74c-a434f426cc67,30116,5779,false,0.5147403256248037,false,false
35ff11ab,7947524.308670702,6215148.954822672,4994547.394314848,4236553.007117368,8069058.497963636,328273,65be39af-ffd8-4b5d-8666-8bc5b4ab123c,48748,7959,false,0.24351361209258826,true,false
3a3304a6,3392265.745673978,9219843.023501933,9276902.410792025,7328951.061181918,8075019.5502537405,734486,dd391aff-aa5f-4b43-9784-0f7579fc18f7,22905,4649,false,0.35123884874548084,true,true
b06836f5,1928016.6631194374,5449129.1133332,2969373.8985709627,3648715.7369998745,7306638.925834878,976495,7d2fc1d5-9035-4664-a753-752b23047ada,20626,5115,false,0.9200688892228651,true,true
e896e697,6793025.593448635,9572381.512407685,1209129.0016105438,8642183.627062075,2645252.8955128007,10262,af338e71-7b9d-433a-afc1-4d9788e3531a,22621,5746,false,0.4246607908152693,true,true
8165cf77,2243776.29101166,3959779.8438134044,2350648.104775349,7119281.149093637,7158619.877380976,236547,b5839ac4-06a6-465d-a6ac-09f13b3c985e,86455,6697,false,0.7792078067797362,false,true
90943935,6049729.54458075,367082.6286048912,2282895.0607232954,8580274.809179675,1672218.1183412666,747145,efdc422b-68e0-450f-a260-ea9ac6865a95,35072,8490,true,0.2724032535537665,false,true
cc52623e,5233693.260215025,9293325.574900733,9721947.52792721,2740208.19390555,4755491.041592594,754579,ffbb8522-2f48-4ae5-8128-445bccd72f32,65336,5232,true,0.6806839105435112,false,true
a37f886c,71985.44295582642,736542.0762609798,3375398.823014496,1399667.5959332415,2985058.7165761488,998895,ce71ec78-02f2-484a-885e-d68d01c9855b,12399,931,true,0.37834183068841876,false,false
9de60f4b,3577036.645328938,5232815.149429169,6126336.314772782,8856724.761742549,8967174.774439136,277043,c3eaae7f-5be6-4717-a0af-9bdc4861c916,78995,9213,true,0.49599761200873005,true,true
864c2426,3735081.508559012,6412673.902778623,8675281.09646037,723927.6007872875,4608839.593607352,502523,b9cea87e-9834-4a51-87ea-b90ff4a01097,6207,8657,false,0.08724119647059592,true,false
fb26fbca,8110505.925442504,9349013.678788226,7616711.02496075,2699351.227230522,8082504.155335643,15939,032d3f32-3f60-4c00-a0bc-3c6905099472,81381,4860,true,0.8851645372171953,false,false
b9866154,1523362.681979753,2495096.8522920934,6326945.431884159,3462864.554013498,6578983.907345805,594225,69aabbd8-bdb2-4321-adcd-ecc985229ad4,63587,9318,false,0.3624190231272849,false,false
d4947b18,9823915.24669587,4691043.577837779,6330218.167940383,3371455.6928251795,8000219.393204535,241636,67cfdfec-eb61-4a69-8742-0f2758becadd,71958,7853,true,0.8133098501782903,true,true
ca96ea91,2524029.416158624,5051982.678503428,2215466.360082324,4282921.290560981,5473647.048588303,972752,8a79aea5-e8a2-423e-a7f9-cc609259cc8e,83840,8273,false,0.39823499233120907,true,true
63937ce4,5310057.968054445,2563431.2606432852,164515.9386000694,389310.56041850767,1958835.1750040867,603226,a7e9c47a-665d-47cd-8ef3-132bdd8a97b8,12277,5682,false,0.1442536080976704,true,false
25c157b5,2867973.585364406,509572.725965084,9054139.463247934,3805524.6008289857,4396198.958717517,48213,78c7829e-67b8-4ad9-aeb9-c22fe4cc359f,7709,3743,false,0.13244208318526796,true,false
7d080405,5047043.475533414,8770354.412290772,2808671.1245077155,6160022.67435118,9879537.028958134,797272,ea945ec5-5bda-4715-ba7e-4261b5c46f80,91033,795,false,0.8360459189135732,false,false
ffdf8be0,7342019.765684462,6566028.945718549,6878163.844678248,1906980.293229973,5611147.014845012,794806,3f45c41b-c268-409f-b959-70e556829806,36189,1346,true,0.17373276675965865,true,false
6f289b37,668132.3306484466,9366765.555904496,5328079.230680836,2844947.397156673,4005000.9088821136,724954,28f4b39c-f981-483f-98be-e12335fbaa9b,50893,1606,true,0.5994590980135535,false,false
26798398,3240515.370134094,2775631.8580094464,3738995.115362989,790000.7814921228,8443327.73017012,189660,c58e3c51-da3b-481b-83ad-c7dceb6cf79e,62294,2750,false,0.22806872610836537,false,true
dacf8515,5227923.751506348,2251362.179956269,6500902.124245924,5780651.018407163,112028.47642730274,511773,5af125bd-7cb7-43d3-99b2-5c8c80137c77,23027,9657,false,0.28369142490084054,false,false
7ba07fbd,104638.4327238814,7937474.101313092,2990363.7633221415,4202189.605104101,6402028.151924346,713439,a224d406-1011-4b42-9488-bce8a9a2bdc0,71782,5347,true,0.762858811765739,false,false
34d25f52,9149476.864706531,9903218.015126461,3827749.8800466782,4421361.264023834,5910420.585144179,784400,1976065e-7b28-4270-bd18-c513e8db009d,53407,274,false,0.09605516623500798,false,true
6f17bb11,2185081.102598477,4889831.181315377,7561739.86901856,2345059.6387197087,8536692.333499486,950715,d5371c94-94e1-4fd5-8d0a-a14e1099b0a1,31942,7772,false,0.9581271803822804,true,true
882c2758,1560490.1559004257,3707056.414793164,5171407.91117279,3307076.567714785,3277670.8463127026,123861,594210a4-c7d6-4283-a72f-a2446349fdd3,98256,9885,false,0.11940489650835973,false,true
14bb1c58,9812844.05477051,4630161.391237152,325197.3197936153,4925603.005661477,2414483.539844211,809598,574544f2-3c6f-4910-8b91-7dbe1d7ee23f,95445,4386,true,0.35400134951951756,true,false
7ae2030e,7735657.756751735,1239130.170614554,2510269.5136346864,2089968.520490294,1062355.6776505483,477911,64e156ad-5156-4564-9e42-51da71d3c96d,32817,1423,false,0.4908305368366027,false,false
95f313c5,6290738.981677374,6536401.011320056,8810915.045379348,1339213.8760400529,6707601.671888834,373991,85a17ad1-a322-47ba-a5b8-f4b545b0851e,16108,8890,false,0.4877799761806273,true,false
d02bb6fb,3298213.4450982967,2721178.813930547,7209631.444232727,8184397.1320898635,2843228.480295189,185198,5a4e89e3-02b4-4f3f-aff5-5e00eb6ee2d0,30034,7134,true,0.27913990840892433,true,true
85bd7596,1178038.5620932388,1394568.4647204238,9787956.67184137,5796839.010496186,7518709.634526197,938639,09a256b0-6a6d-47de-afd6-46d4ba6a2146,79687,3469,false,0.023271026744342116,true,false
91b17889,2121401.837669845,6000691.761054935,6284099.624692275,9324072.125248099,805015.3519413972,415814,3c18b260-fe8a-46d5-aac3-9fe1083896c5,27918,7564,true,0.23145587523233813,false,true
6720a635,9715487.261975447,6426463.341297938,1638352.3891966778,4906011.409404397,2734105.0366033413,720678,6fb45621-b6c9-4ef1-a2f8-741896801e8e,82533,3228,true,0.7899046431484058,true,false
c23f440a,4775833.025268863,7993356.725938959,5748537.509793967,2469468.5360861956,6897779.032596976,65900,48a957c2-1e02-477a-ace9-cddf1528cfa0,46187,9984,false,0.538551575352543,false,false
5e6bddff,8141471.720645376,3584102.5954634007,2421649.432317905,4893288.287992799,3440467.3274531905,739730,115ad1f8-ff8b-4088-8a50-cb40fbdadcf3,95144,8267,false,0.9773306849237271,false,true
c7487d5b,2114013.3326085997,75030.91798791273,3362422.1914400654,1844400.6465958129,4088951.0674364436,675522,196f04f8-a845-4fc6-90b9-f28b6b932ed5,41357,3267,false,0.9351615103112053,true,true
3815c2ef,433180.57362620067,2399478.8639339004,9624947.337589003,4693142.989461318,3846494.050689926,745918,ed13857b-1e58-46a1-acae-61ae05929356,50741,8789,false,0.7589393905091166,true,true
0a999bc4,3027215.7590366467,9530938.736039938,5060345.499370353,1288024.5205870345,6858121.463637373,141996,0bd26a25-a8cc-478b-ba79-783b54387abd,89901,7630,false,0.349382314427642,true,true
f7ccabbb,151802.2350457171,9232618.224957915,9619865.560160363,9174458.94623026,4335519.420383081,6440,b66b52b0-db22-4ead-85de-5a571566eae6,81971,3443,false,0.45925471490480685,false,false
c958a436,7407093.191631928,3651238.030244739,6693660.186318567,7129349.043192305,813151.8898651823,718081,59205f86-a68f-4ed0-a71e-8c9f1db3f72e,45711,1603,false,0.9414877814666526,true,false
9c0f870a,4034697.3812516085,2166713.2751111863,3757576.9746629996,5715375.980420462,549357.2105626066,137354,4aa98f51-3257-4681-aac6-1de6a44ea238,39272,118,false,0.22782512764464846,true,true
50dcbd1e,9675754.08281263,4050951.139323821,2151974.026111756,8966383.476063617,5278411.994896373,712302,04f2264f-9ffd-4919-af48-ce26b79ad810,22622,6740,true,0.4272181466938595,true,false
83e0320b,2834578.3501423425,5186858.145100434,6568966.818645326,6272003.905488642,742569.4516852798,452964,eced188a-b307-48f8-b2bf-46e1bcb85780,46117,2882,true,0.05658434028018766,false,true
45d5e1c0,838880.1996961271,7013803.364027532,4066744.7572147977,8349601.72288559,6722015.463898601,858840,a59842fa-049f-4ef8-99dc-ce63c50edb0e,87326,4007,false,0.7171900206005207,true,false
6e923438,9284667.533203786,1388495.0106653604,4410092.584864516,1462885.964457963,6867219.855695195,974166,afbac7aa-53ed-483e-ab14-5415671058e9,62175,1274,true,0.977307377413429,false,false
1d8e3561,2051639.5666928643,3486083.2464527725,5094489.064474908,9175982.221050551,8462412.88259317,36079,b04b5a12-7108-4acc-bc91-98c964ba02a2,27335,6691,true,0.9789517058649493,true,true
454ce41e,7441453.638314143,2296846.494622722,541160.4842365858,2079.799600535059,4298223.330700463,939632,eb38aec8-05c4-4c37-8edf-90f016be2fa1,27428,9634,false,0.8275029606003751,false,true
10ba4ea0,4681120.915828912,2277158.2665404845,9772600.766919943,4037481.446250516,9681927.381158553,729664,9727e483-5fc8-47bf-b5c0-0917505c2f03,88307,565,true,0.5509507821527869,true,false
4e296112,6189196.140805909,6744373.0870754775,298444.79940630443,6531598.311763746,8924091.699365271,119915,88c4fc02-3320-42b1-aaa0-d5c68d4a58cd,78183,6461,false,0.08174531544518548,true,true
ad3acc80,8401796.371398209,9966073.597539397,6314086.540279378,6827187.375459691,276880.5333256508,713944,c0dc7d95-de37-4105-a423-94e9af5c2619,34395,6654,false,0.7209831381907,false,true
73dcad48,9226903.37299281,6144575.465366668,4178947.493229155,3247942.787068845,4411031.761881338,276882,baedbb20-cdf4-4832-a28f-6b895dc19d84,87406,1415,false,0.7440633422198089,false,true
0e4ed851,1141807.5412130146,7614079.534110233,5866703.652262025,2280901.5596458195,280529.0497358981,773961,980fbb39-d658-4477-8241-b5b889d488ab,61644,7626,false,0.1913724556885137,true,false
177ad1b8,138313.9124248456,4901966.975470144,172714.51689118033,131786.78236180462,4160462.283885027,400045,d0d202f0-5cc4-40df-97b8-f8bc0020590e,28056,2493,false,0.09670695391641337,false,false
d04f7b6f,2602194.494678014,5743944.659275615,8699.931187782227,8978887.259653004,6973018.774166324,714721,dc14e68d-6a63-4ef1-9723-775e6e06dfd1,36986,4705,true,0.25813618240759184,true,false
7f315ace,345279.82202911866,5860764.682230653,3204941.532636667,1402736.0036429625,9237097.517012002,880064,8cb1122f-0ebb-4c97-9b7b-2092726fc256,36786,2112,true,0.44065641844572323,true,true
21caa37c,1488351.2320656767,7694856.940661087,6872002.046082784,6564208.419014825,2500893.119133887,385676,2cefbe01-e388-4090-8d59-78bdc83a89a1,78246,9913,false,0.9537932097139589,false,true
a98ec53c,8064144.0085094115,7666020.562000965,7857150.826445361,5095086.199005447,2897768.547510956,701313,a795fd96-841e-4b78-b437-9082dfc78522,60070,3123,true,0.6610132074677276,true,true
1568de86,8074117.55206394,6834424.361547136,8212515.668935994,2743826.1897174553,1718379.076900639,339674,bd3f14dd-6f8d-4e60-ad84-0ba7c68fb927,31470,3675,true,0.968460976070403,true,false
3334ea0b,8948061.41293752,818104.7006182873,1774020.9712750022,6755324.547721207,4527016.21864317,255532,0f0f5322-dd35-47ae-8a7a-e1183dc8e6bb,76989,3093,false,0.15141915559412866,false,false
ea7b5e4b,454565.60237787326,9419945.953879429,5794802.252307848,4923227.651209799,8926677.15005607,166427,15c4f043-b8f5-4bea-ba10-f3bac5c779c2,18601,4355,false,0.3497898719156274,false,false
bd24bd57,4580748.550159765,2433996.935607542,6321877.413424783,7032124.780476701,6254139.713633836,278906,15da7724-2b17-4ab1-8847-176b3e5a8f3f,2146,1875,false,0.059525760002118955,true,false
a9bc9672,2771609.92544736,7755891.905656876,6766945.91796486,342292.7339978721,2558341.1347018704,801222,7ba8f0cf-5cad-493f-a6a6-71722926c495,42465,9697,false,0.27054164256047186,false,true
11254ca4,7411494.309431002,9254668.672210718,8436763.761859853,8475694.073226735,2551956.2181548174,103605,fc64f25f-ef3d-4846-bd85-86860581776d,66931,1233,false,0.02203686420065598,true,false
